interaction_id,source_id,ReportedCommonName,ReportedScientificName,method,ScientificName,taxon_authority,taxon_rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,life-stage
int_483,Mead et al. 2006,Pallid bat,Antrozous pallidus,,Antrozous pallidus,ITIS,species,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidae,Antrozous,Antrozous pallidus,
int_333,Mead et al. 2006,Gregarious slender salamander,Batrachoseps gregarius,,Batrachoseps gregarius,ITIS,species,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,Batrachoseps gregarius,
int_580,Mead et al. 2006,Sequoia slender salamander,Batrachoseps kawia,,Batrachoseps kawia,ITIS,species,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,Batrachoseps kawia,
int_399,Mead et al. 2006,Kings river slender salamander,Batrachoseps regius,,Batrachoseps regius,ITIS,species,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,Batrachoseps regius,
int_398,Mead et al. 2006,Kern Canyon slender salamander,Batrachoceps simatus,,Batrachoseps simatus,ITIS,species,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,Batrachoseps simatus,
int_539,Mead et al. 2006,Rosy boas,Charina sp.,,Charina,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Charinidae,Charina,x,
int_611,Mead et al. 2006,Whiptail,Cnemidophorus sp.,,Cnemidophorus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,x,
int_610,Mead et al. 2006,Western whiptail,Chemidophorus tigris,,Cnemidophorus tigris,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,Cnemidophorus tigris,
int_560,Mead et al. 2006,Striped racer,Maticophis lateralis,,Coluber lateralis,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber lateralis,
int_596,Mead et al. 2006,Typical snake,Colubridae genus,,Colubridae,ITIS,family,Animalia,Chordata,Reptilia,Squamata,Colubridae,x,x,
int_612,Mead et al. 2006,n/a,Diadophis/Tantilla,,Colubrinae,ITIS,subfamily,Animalia,Chordata,Reptilia,Squamata,Colubridae,x,x,
int_583,Mead et al. 2006,Sharp-tailed snake,Contia tenuis,,Contia tenuis,ITIS,species,Animalia,Chordata,Reptilia,Squm,Colubridae,Contia,Contia tenuis,
int_455,Mead et al. 2006,Mule-eared bat,Corynorthinus townsendii,,Corynorhinus townsendii,ITIS,species,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus townsendii,
int_538,Mead et al. 2006,Ring-necked snake,Diadophis punctatus,,Diadophis punctatus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,Diadophis punctatus,
int_597,Mead et al. 2006,Western alligator lizard,Elgaria sp.,,Elgaria,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,x,
int_532,Mead et al. 2006,Northern alligator lizard,Elgaria coerulea,,Elgaria coerulea,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,Elgaria coerulea,
int_557,Mead et al. 2006,Southern alligator lizard,Elgaria multicarinata,,Elgaria multicarinata,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,Elgaria multicarinata,
int_265,Mead et al. 2006,Ensatina,Ensatina escholtzi,,Ensatina escholtzi,ITIS,species,Animalia,Chordata,Amphibia,Caudata,Plethodintidae,Ensatina,Ensatina escholtzi,
int_466,Mead et al. 2006,Gilbert's skink,Eumeces gilberti,,Eumeces gilberti,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,Eumeces gilberti,
int_602,Mead et al. 2006,Western skink,Eumeces skiltonianus,,Eumeces skiltonianus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,Eumeces skiltonianus,
int_451,Mead et al. 2006,Mount Lyell salamander,Hydromantes platycephalus,,Hydromantes platycephalus,ITIS,species,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Hydromantes,Hydromantes platycephalus,
int_505,Mead et al. 2006,Night snake,Hypsiglena torquata,,Hypsiglena torquata,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena torquata,
int_463,Mead et al. 2006,Common kingsnake,Lampropeltis getula,,Lampropeltis getula,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis getula,
int_462,Mead et al. 2006,California mountain kingsnake,Lampropeltis zonata,,Lampropeltis zonata,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis zonata,
int_622,Mead et al. 2006,n/a,Phrynosoma coronatum,,Phrynosoma coronatum,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,Phrynosoma coronatum,
int_533,Mead et al. 2006,Pine snake,Pituophis melanoleucus,,Pituophis melanoleucus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,Pituophis melanoleucus,
int_714,Mead et al. 2006,Woodland salamander,Pethodon sp.,,Plethodon,ITIS,genus,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,x,
int_419,Mead et al. 2006,Lungless salamander,Plethodontidae genus,,Plethodontidae,ITIS,family,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,x,x,
int_544,Mead et al. 2006,Sagebrush lizard,Sceloporus graciosus,,Sceloporus graciosus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,Sceloporus graciosus,
int_598,Mead et al. 2006,Western fence lizard,Sceloporus occidentalis,,Sceloporus occidentalis,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,Sceloporus occidentalis,
int_137,Mead et al. 2006,California newt,Taricha torosa,,Taricha torosa,ITIS,species,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,Taricha torosa,
int_791,Morales 1998,n/a,Insectos (Acrididae),,Acrididae,ITIS,family,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,x,x,
int_070,Morales 1998,Bird,Aves,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,
int_781,Morales 1998,n/a,Ipomea sp.,,Ipomoea,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvuceae,Ipomoea,x,
int_782,Morales 1998,n/a,Iresine sp.,,Iresine,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae ,Iresine,x,
int_792,Morales 1998,n/a,Juniperus deppeana,,Juniperus deppeana,ITIS,species,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus deppeana,
int_793,Morales 1998,n/a,L. irroratus,,Liomys irroratus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys,Liomys irroratus,
int_783,Morales 1998,n/a,Monnina schlechtendaliana,,Monnina schlechtendaliana,not recognized,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Monnina,Monnina schlechtendaliana,
int_784,Morales 1998,n/a,Peromyscus sp.,,Peromyscus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,x,
int_785,Morales 1998,n/a,Phalarium canariensis,,Phalaris canariensis,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Phalaris,Phalaris canariensis,
int_786,Morales 1998,n/a,Rubus sp.,,Rubus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,x,
int_787,Morales 1998,n/a,Sciurus ocularus,,Sciurus oculatus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus oculatus,
int_788,Morales 1998,n/a,Solanum sp.,,Solanum,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,x,
int_789,Morales 1998,n/a,Thevethis thevetioides,,Thevetia peruviana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida ,Gentianales ,Apocynaceae,Thevetia,Thevetia peruviana,
int_790,Morales 1998,n/a,Vitis sp.,,Vitis,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,x,
int_574,Nava-Vargas 1994,Schaffner's Wattle,Acacia schaffneri,,Acacia schaffneri,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia schaffneri,
int_376,Nava-Vargas 1994,Indian copperleaf,Acalpha indica,,Acalypha indica,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha indica,
int_409,Nava-Vargas 1994,Lecheguilla,Agave lecheguila ,,Agave lecheguilla,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Aspargales,Asparagaceae,Agave,Agave lecheguilla,
int_026,Nava-Vargas 1994,Arizona spikenard,Aralia pubescens,,Aralia humilis,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Aralia,Aralia pubescens,
int_027,Nava-Vargas 1994,Arizona spikenard,Aralia pubescens,,Aralia humilis,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Aralia,Aralia pubescens,
int_071,Nava-Vargas 1994,Bird,Aves,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,
int_277,Nava-Vargas 1994,Firecracker bush,Bouvardia ternifolia,,Bouvardia ternifolia,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Bouvardia,Bouvardia ternifolia,
int_332,Nava-Vargas 1994,Greentwig,Brogniartia intermedia,,Brogniartia intermedia,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Brogniartia,Brogniartia intermedia,
int_270,Nava-Vargas 1994,Fairyduster,Callandra erlophyla,,Calliandra eriophylla,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,Calliandra eriophylla,
int_232,Nava-Vargas 1994,Desert hackberry,Ceitis pallida,,Celtis pallida,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis pallida,
int_233,Nava-Vargas 1994,Desert hackberry,Celtis pallida,,Celtis pallida,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis pallida,
int_794,Nava-Vargas 1994,n/a,Cassia macdougaliana,,Chamaecrista greggii var. macdougaliana,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,Chamaecrista greggii var. macdougaliana,
int_621,Nava-Vargas 1994,Spiderwort,Commenlinaceae,,Commelinaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Commelinales,Commelinaceae,x,x,
int_431,Nava-Vargas 1994,Mexican bluewood,Condalia mexicana,,Condalia mexicana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,Condalia mexicana,
int_795,Nava-Vargas 1994,n/a,Croton ehrenbergii,,Croton ehrenbergii,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,Croton ehrenbergii,
int_796,Nava-Vargas 1994,n/a,Croton jucundus ,,Croton jucundus ,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,Croton jucundus ,
int_797,Nava-Vargas 1994,n/a,Opuntia imbricata,,Cylindropuntia imbricata,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia imbricata,
int_798,Nava-Vargas 1994,n/a,Opuntia imbricata,,Cylindropuntia imbricata,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia imbricata,
int_359,Nava-Vargas 1994,Hedgehog cactus,Echinocereus cinerascens,,Echinocereus cinerascens,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,Echinocereus cinerascens,
int_360,Nava-Vargas 1994,Hedgehog cactus,Echinocereus cinerascens,,Echinocereus cinerascens,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,Echinocereus cinerascens,
int_650,Nava-Vargas 1994,Thymeleaf sandmat,Euphorbia serpyllifolia,,Euphorbia serpylifolia,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia serpylifolia,
int_263,Nava-Vargas 1994,Electrode cactus,Ferocactus histrix,,Ferocactus histrix,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cataceae,Ferocactus,Ferocactus histrix,
int_264,Nava-Vargas 1994,Electrode cactus,Ferocactus histrix,,Ferocactus histrix,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cataceae,Ferocactus,Ferocactus histrix,
int_799,Nava-Vargas 1994,n/a,pulchela,,Gaillardia pulchella,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,Gaillardia pulchella,
int_713,Nava-Vargas 1994,Wingpetal,Heterosperma pinnatum,,Heterosperma pinnatum,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heterosperma,Heterosperma pinnatum,
int_383,Nava-Vargas 1994,Insect,Insecta,,Insecta,ITIS,class,Animalia,Arthropoda,Insecta,x,x,x,x,
int_408,Nava-Vargas 1994,Leatherstem,Jatropha dioica,,Jatropha dioica,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Jaltomata,Jatropha dioica,
int_677,Nava-Vargas 1994,Water-willow,Justicia furcata,,Justicia furcata,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,Justicia furcata,
int_198,Nava-Vargas 1994,Coyotillo,Karwinskia humboldtiana,,Karwinskia humboldtiana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Karwinskia,Karwinskia humboldtiana,
int_423,Nava-Vargas 1994,Mammal,Mammalia,,Mammalia,ITIS,class,Animalia,Chordata,Mammalia,x,x,x,x,
int_800,Nava-Vargas 1994,n/a,Dolichotele longimmama,,Mammillaria longimamma,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cataceae,Mammillaria,Mammillaria longimamma,
int_801,Nava-Vargas 1994,n/a,Mammillaria obconella,,Mammillaria obconella,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,Mammillaria obconella,
int_152,Nava-Vargas 1994,Catclaw mimosa,Mimosa biuncfera,,Mimosa aculeaticarpa var. biuncifera,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa aculeaticarpa var. biuncifera,
int_802,Nava-Vargas 1994,n/a,Montanos tomentosa,,Montanoa tomentosa,not recognized,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Montanoa,Montanoa tomentosa,
int_803,Nava-Vargas 1994,n/a,Myrtillocactus geometrizans,,Myrtillocactus geometrizans,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Catacaceae,Catacaceae,Myrtillocactus,Myrtillocactus geometrizans
int_804,Nava-Vargas 1994,n/a,Myrtillocacuts geometrizans,,Myrtillocactus geometrizans,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Catacaceae,Catacaceae,Myrtillocactus,Myrtillocactus geometrizans
int_805,Nava-Vargas 1994,n/a,Mytillocactus geometrizan,,Myrtillocactus geometrizans,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Catacaceae,Catacaceae,Myrtillocactus,Myrtillocactus geometrizans
int_806,Nava-Vargas 1994,n/a,Opuntia cantabrigiensis,,Opuntia engelmannii,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia engelmannii,
int_807,Nava-Vargas 1994,n/a,Opuntia cantabrigiensis,,Opuntia engelmannii,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia engelmannii,
int_808,Nava-Vargas 1994,n/a,Opuntia cantabrigiensis,,Opuntia engelmannii,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia engelmannii,
int_809,Nava-Vargas 1994,n/a,Opuntia pubescens,,Opuntia pubescens,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia pubescens,
int_810,Nava-Vargas 1994,n/a,Sternocerus marginatus,,Pachycereus marginatus,ITIS,species,Plantae,Tracheophyta,Magnoliopsida ,Caryophyllales,Cactaceae,Pachycereus,Pachycereus marginatus,
int_822,Nava-Vargas 1994,Hojas,n/a,,Plantae,ITIS,kingdom,Plantae,x,x,x,x,x,x,
int_811,Nava-Vargas 1994,n/a,Semilla spp. ,,Plantae,ITIS,kingdom,x,x,x,x,x,x,x,seed
int_812,Nava-Vargas 1994,n/a,Plumbago,,Plumbago,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Plumbago,x,
int_307,Nava-Vargas 1994,Grass,Gramineas,,Poaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,x,x,
int_599,Nava-Vargas 1994,Smooth mesquite,Prosopis laevigata,,Prosopis laevigata,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis laevigata,
int_600,Nava-Vargas 1994,Smooth mesquite,Prosopis laevigata,,Prosopis laevigata,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis laevigata,
int_601,Nava-Vargas 1994,Smooth mesquite,Prosopis laevigata,,Prosopis laevigata,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis laevigata,
int_813,Nava-Vargas 1994,n/a,Abution ellipticum,,Pseudabutilon ellipticum,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Mavales,Malvaceae,Pseudabutilon,Pseudabutilon ellipticum,
int_814,Nava-Vargas 1994,n/a,Sida rombilfolia,,Sida rhombifolia,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida,Sida rhombifolia,
int_815,Nava-Vargas 1994,n/a,Stenocereus dumorieri,,Stenocereus dumortieri,ITIS,species,Plantae,Tracheophyta,Magnoliopsida ,Caryophyllales,Cactaceae,Stenocereus,Stenocereus dumortieri,
int_816,Nava-Vargas 1994,n/a,Sternocerues dumotieri,,Stenocereus dumortieri,ITIS,species,Plantae,Tracheophyta,Magnoliopsida ,Caryophyllales,Cactaceae,Stenocereus,Stenocereus dumortieri,
int_817,Nava-Vargas 1994,n/a,Tagetes coronopfolia,,Tagetes coronopfolia,not recognized,species,Plantae,Tracheophyta,Magnoliopsida ,Asterales,Asteraceae,Tagetes,Tagetes coronopfolia,
int_818,Nava-Vargas 1994,n/a,Tilandsia usneodes,,Tillandsia usneoides,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tilandsia,Tilandsia usneodes,
int_821,Nava-Vargas 1994,Flores,n/a,,Tracheophyta,ITIS,phylum,Plantae,Tracheophyta,x,x,x,x,x,
int_819,Nava-Vargas 1994,n/a,Yucca filifera,,Yucca,not recognized,genus,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Yucca,x,
int_820,Nava-Vargas 1994,n/a,Zaluzania augusta,,Zaluzania augusta,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Zaluzania,Zaluzania augusta,
int_195,Nava-Vargas 1994,Coulter's stickpea,Calliandra media,,Zapoteca media,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zapoteca,Zapoteca media,
int_575,Nava-Vargas et al. 1999,Schaffner's Wattle,Accacia shcaffneri,,Acacia schaffneri,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia schaffneri,
int_028,Nava-Vargas et al. 1999,Arizona spikenard,Aralia humilis,,Aralia humilis,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Aralia,Aralia humilis,
int_072,Nava-Vargas et al. 1999,Bird,Aves,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,
int_234,Nava-Vargas et al. 1999,Desert hackberry,Celtis pallida,,Celtis pallida,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis pallida,
int_432,Nava-Vargas et al. 1999,Mexican bluewood,Condalia mexicana,,Condalia mexicana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,Condalia mexicana,
int_823,Nava-Vargas et al. 1999,n/a,Opuntia imbricata,,Cylindropuntia imbricata,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia imbricata,
int_824,Nava-Vargas et al. 1999,n/a,Echinocerueus cinerascens,,Echinocereus cinerascens,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,Echinocereus cinerascens,
int_833,Nava-Vargas et al. 1999,n/a,Ferocactus histrix,,Ferocactus histrix,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales ,Cactaceae,Ferocactus,Ferocactus histrix,
int_825,Nava-Vargas et al. 1999,Insect,Insecta,,Insecta,ITIS,class,Animalia,Arthropoda,Insecta,x,x,x,x,
int_826,Nava-Vargas et al. 1999,n/a,Mammillaria obconella,,Mammillaria obconella,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,Mammillaria obconella,
int_827,Nava-Vargas et al. 1999,n/a,Mytillocactus geometrizans,,Myrtillocactus geometrizans,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Myrtillocactus,Myrtillocactus geometrizans,
int_828,Nava-Vargas et al. 1999,n/a,Opuntia cantabrigiensis,,Opuntia engelmannii,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia engelmannii,
int_829,Nava-Vargas et al. 1999,n/a,Peromyscus sp.,,Peromyscus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,x,
int_830,Nava-Vargas et al. 1999,n/a,Prosopis laevigata,,Prosopis laevigata,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis laevigata,
int_831,Nava-Vargas et al. 1999,n/a,Stenocereus dumortieri,,Stenocereus dumortieri,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus dumortieri,
int_832,Nava-Vargas et al. 1999,n/a,Yucca flifera,,Yucca,not recognized,genus,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Yucca,x,
int_834,Navarrete-Ozuna 2011,n/a,Pinales A. religiosa,,Abies religiosa,not recognized,species,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies religiosa,
int_001,Navarrete-Ozuna 2011,Alder,Alnus sp. ,,Alnus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,x,
int_363,Navarrete-Ozuna 2011,Honey bee,Apis mellifera,,Apis mellifera,ITIS,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,
int_835,Navarrete-Ozuna 2011,n/a,Fabales A. hypogaea,,Arachis hypogaea,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea,
int_617,Navarrete-Ozuna 2011,Spider,Araneae O. Aranas ,,Araneae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Araneae,x,x,x,
int_836,Navarrete-Ozuna 2011,n/a,Rodentia B. taylori,,Baiomys taylori,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys taylori,
int_545,Navarrete-Ozuna 2011,Ringtail,Bassariscus astutus,,Bassariscus astutus,ITIS,species,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,Bassariscus astutus,
int_057,Navarrete-Ozuna 2011,Beggartick,Bidens sp.,,Bidens,EOL,genus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,x,
int_493,Navarrete-Ozuna 2011,Pepper,Capscicum sp. ,,Capsicum,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,x,
int_837,Navarrete-Ozuna 2011,n/a,Coleoptera O. Coleopteros,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,
int_045,Navarrete-Ozuna 2011,Bee shrew,Soricomorpha C. parva ,,Cryptotis parva,ITIS,species,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Cryptotis,Cryptotis parva,
int_838,Navarrete-Ozuna 2011,n/a,Coleoptera Superfam cucujoidea,,Cucujoidea,ITIS,superfamily,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,
int_299,Navarrete-Ozuna 2011,Gourd,Cucurbita sp. ,,Cucurbita,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,x,
int_680,Navarrete-Ozuna 2011,Weevil,Coleoptera Fam. Curculionidae,,Curculionidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,x,x,
int_670,Navarrete-Ozuna 2011,Virginia opossum,Didelphis virginiana,,Didelphis virginiana,ITIS,species,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,
int_280,Navarrete-Ozuna 2011,Fly,Diptera (Larvas),,Diptera,ITIS,order,Animalia,Arthropoda,Insecta,Diptera,x,x,x,
int_013,Navarrete-Ozuna 2011,Ant,Hymenoptera Fam. Formicidae,,Formicidae,ITIS,family,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,x,x,
int_839,Navarrete-Ozuna 2011,n/a,Rodentia G. volans ,,Glaucomys volans,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Scuiridae,Glaucomys,Glaucomys volans,
int_373,Navarrete-Ozuna 2011,Ichneumon fly,Hymenoptera Fam. Ichneumonidae,,Ichneumonidae,ITIS,family,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,x,x,
int_384,Navarrete-Ozuna 2011,Insect,Insecta,,Insecta,ITIS,class,Animalia,Arthropoda,Insecta,x,x,x,x,
int_271,Navarrete-Ozuna 2011,False holly,Jaltomata sp. ,,Jaltomata,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Jaltomata,x,
int_840,Navarrete-Ozuna 2011,n/a,Leipdotera O. Leipdotero (larva),,Lepidoptera,ITIS,order,Animalia,Arthropoda,Insecta,Lepidoptera,x,x,x,
int_841,Navarrete-Ozuna 2011,n/a,Coleoptera Subfam Melolonthinae,,Melolonthinae,ITIS,subfamily,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,
int_842,Navarrete-Ozuna 2011,n/a,Rodentia N. mexicana,,Neotoma mexicana,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma mexicana,
