interaction_id,source_id,pop_id,ReportedCommonName,ReportedScientificName,method,count_sample,count_dietitems,percent_FO,percent_relativeFO,percent_weight,percent_volume,via,percent_IV,HarmonizedScientificName,study_specificity,life-stage,winter,spring,summer,autumn,location_of_interaction,notes
int_1277,Calderón Vega 2002,Calderón Vega 2002b,n/a,Orthoptera Acrididae,scat,47,,28.67,11.84,n/a,n/a,,n/a,Acrididae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0095,Calderón Vega 2002,Calderón Vega 2002a,Spotted sandpiper,Actitis maculuria,scat,2,,0.36,0.07,n/a,n/a,,n/a,Actitis macularius,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0097,Calderón Vega 2002,Calderón Vega 2002a,Whip-spider,Amblypygi,scat,69,,8.54,2.29,n/a,n/a,,n/a,Amblypygi,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1270,Calderón Vega 2002,Calderón Vega 2002b,n/a,Amblypygi,scat,13,,9.09,3.27,n/a,n/a,,n/a,Amblypygi,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0098,Calderón Vega 2002,Calderón Vega 2002a,Espiritu Santo Island Antelope Squirrel,Ammospermophilus insularis,scat,13,,1.56,0.43,n/a,n/a,,n/a,Ammospermophilus insularis,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1247,Calderón Vega 2002,Calderón Vega 2002b,n/a,Ammospermophilus insularis,scat,1,,0.70,0.25,n/a,n/a,,n/a,Ammospermophilus insularis,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0099,Calderón Vega 2002,Calderón Vega 2002a,Black-throated sparrow,Amphispiza belineata,scat,3,,0.36,0.10,n/a,n/a,,n/a,Amphispiza bilineata,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,Human-Influenced; calculated and rounded to two decimal points
int_0100,Calderón Vega 2002,Calderón Vega 2002a,Queen's jewels,Antigonon leptopus,scat,n/a,,0.36,n/a,n/a,n/a,,n/a,Antigonon leptopus,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0137,Calderón Vega 2002,Calderón Vega 2002a,Bee,Hymenoptera Apidae,scat,8,,0.96,0.27,n/a,n/a,,n/a,Apidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1292,Calderón Vega 2002,Calderón Vega 2002b,n/a,Hymenoptera Apidae,scat,1,,0.70,0.25,n/a,n/a,,n/a,Apidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0102,Calderón Vega 2002,Calderón Vega 2002a,n/a,Araneae,scat,69,,6.98,2.29,n/a,n/a,,n/a,Araneae,elevated,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1272,Calderón Vega 2002,Calderón Vega 2002b,n/a,Araneae,scat,11,,7.80,2.77,n/a,n/a,,n/a,Araneae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0123,Calderón Vega 2002,Calderón Vega 2002a,Sunflower,Compositae,scat,n/a,,0.12,n/a,n/a,n/a,,n/a,Asteraceae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0103,Calderón Vega 2002,Calderón Vega 2002a,no identificados,Aves,scat,2,,0.24,0.07,n/a,n/a,,n/a,Aves,elevated,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1259,Calderón Vega 2002,Calderón Vega 2002b,no identificados,Aves,scat,1,,0.70,0.25,n/a,n/a,,n/a,Aves,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0155,Calderón Vega 2002,Calderón Vega 2002a,American cockroach,Orthoptera Blattidae,scat,54,,6.38,1.79,n/a,n/a,,n/a,Blattidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1282,Calderón Vega 2002,Calderón Vega 2002b,n/a,Orthoptera Blattidae,scat,9,,5.59,2.27,n/a,n/a,,n/a,Blattidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0104,Calderón Vega 2002,Calderón Vega 2002a,Boragina,Bourrera sonorae,scat,n/a,,27.92,n/a,n/a,n/a,,n/a,Bourreria sonorae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR; Apendice 7 contains common name,calculated and rounded to two decimal points; PV only given as monthly breakdwon 
int_1295,Calderón Vega 2002,Calderón Vega 2002b,n/a,Bourreria sonorae,scat,n/a,,19.58,n/a,n/a,n/a,,n/a,Bourreria sonorae,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0105,Calderón Vega 2002,Calderón Vega 2002a,Bursera,Bursera hindstana,scat,n/a,,1.20,n/a,n/a,n/a,,n/a,Bursera hindsiana,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR; Apendice 7 contains common name,calculated and rounded to two decimal points; PV only given as monthly breakdwon 
int_1297,Calderón Vega 2002,Calderón Vega 2002b,n/a,Bursera hindstana,scat,n/a,,0.70,n/a,n/a,n/a,,n/a,Bursera hindsiana,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0106,Calderón Vega 2002,Calderón Vega 2002a,Cactus,Cactacea,scat,n/a,,0.48,n/a,n/a,n/a,,n/a,Cactacea,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1298,Calderón Vega 2002,Calderón Vega 2002b,n/a,Cactacea,scat,n/a,,0.70,n/a,n/a,n/a,,n/a,Cactacea,elevated,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0107,Calderón Vega 2002,Calderón Vega 2002a,n/a,Caprinus capra,scat,67,,8.42,2.22,n/a,n/a,,n/a,Caprinus capra,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1251,Calderón Vega 2002,Calderón Vega 2002b,n/a,Caprinus capra,scat,4,,2.80,1.01,n/a,n/a,,n/a,Caprinus capra,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0115,Calderón Vega 2002,Calderón Vega 2002a,Ground beetle,Coleoptera Carabidae,scat,2,,0.24,0.07,n/a,n/a,,n/a,Carabidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1289,Calderón Vega 2002,Calderón Vega 2002b,n/a,Coleoptera Carabidae,scat,1,,0.70,0.25,n/a,n/a,,n/a,Carabidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0091,Calderón Vega 2002,Calderón Vega 2002a,n/a,Castela peninsularis,scat,n/a,,5.54,n/a,n/a,n/a,,n/a,Castela peninsularis,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points; removed the included family
int_0108,Calderón Vega 2002,Calderón Vega 2002b,Baja calfornia crucifixion thorn,Castela peninsularis,scat,n/a,,1.40,n/a,n/a,n/a,,n/a,Castela peninsularis,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0111,Calderón Vega 2002,Calderón Vega 2002a,Spiny pocket mouse,Chaetodipus spinatus,scat,32,,3.97,1.06,n/a,n/a,,n/a,Chaetodipus spinatus,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1248,Calderón Vega 2002,Calderón Vega 2002b,n/a,Chaetodipus spinatus,scat,7,,4.90,1.76,n/a,n/a,,n/a,Chaetodipus spinatus,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0112,Calderón Vega 2002,Calderón Vega 2002a,Variable sandsnake,Chilomeniscus punctatissmus,scat,41,,4.93,1.36,n/a,n/a,,n/a,Chilomeniscus stramineus,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1265,Calderón Vega 2002,Calderón Vega 2002b,n/a,Chilomeniscus punctatissmus,scat,3,,2.10,0.76,n/a,n/a,,n/a,Chilomeniscus stramineus,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0113,Calderón Vega 2002,Calderón Vega 2002a,Centipede,Chilopoda,scat,91,,10.10,3.02,n/a,n/a,,n/a,Chilopoda,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1275,Calderón Vega 2002,Calderón Vega 2002b,n/a,Chilopoda,scat,16,,10.49,4.03,n/a,n/a,,n/a,Chilopoda,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0117,Calderón Vega 2002,Calderón Vega 2002a,Leaf beetle,Coleoptera Chrysomelidae,scat,4,,0.48,0.13,n/a,n/a,,n/a,Chrysomelidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0136,Calderón Vega 2002,Calderón Vega 2002a,n/a,Homoptera Cicadidae,scat,4,,0.60,0.13,n/a,n/a,,n/a,Cicadidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1285,Calderón Vega 2002,Calderón Vega 2002b,n/a,Homoptera Cicadidae,scat,2,,1.40,0.50,n/a,n/a,,n/a,Cicadidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0110,Calderón Vega 2002,Calderón Vega 2002a,Whiptail,Cenemidophorus spp.,scat,10,,1.20,0.33,n/a,n/a,,n/a,Cnemidophorus,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1264,Calderón Vega 2002,Calderón Vega 2002b,n/a,Cnemidophorus sp.,scat,1,,0.70,0.25,n/a,n/a,,n/a,Cnemidophorus,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0114,Calderón Vega 2002,Calderón Vega 2002a,Ladybug,Coleoptera Coccinellidae,scat,2,,0.12,0.07,n/a,n/a,,n/a,Coccinellidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0116,Calderón Vega 2002,Calderón Vega 2002a,n/a,Coleoptera Cerambycidae,scat,2,,0.24,0.07,n/a,n/a,,n/a,Coleoptera,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0148,Calderón Vega 2002,Calderón Vega 2002a,Racer,Masticophis spp.,scat,42,,4.93,1.39,n/a,n/a,,n/a,Coluber,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1266,Calderón Vega 2002,Calderón Vega 2002b,n/a,Masticophis spp.,scat,7,,4.90,1.76,n/a,n/a,,n/a,Coluber,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0124,Calderón Vega 2002,Calderón Vega 2002a,Bitter snakewood,Condalia globosa,scat,n/a,,0.24,n/a,n/a,n/a,,n/a,Condalia globosa,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1305,Calderón Vega 2002,Calderón Vega 2002b,n/a,Condalia globosa,scat,n/a,,1.40,n/a,n/a,n/a,,n/a,Condalia globosa,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0125,Calderón Vega 2002,Calderón Vega 2002a,n/a,Cordia brevisptoata,scat,n/a,,1.81,n/a,n/a,n/a,,n/a,Cordia,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1296,Calderón Vega 2002,Calderón Vega 2002b,n/a,Cordia brevisptoata,scat,n/a,,2.10,n/a,n/a,n/a,,n/a,Cordia,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0126,Calderón Vega 2002,Calderón Vega 2002a,Rattlesnake,Crotalus spp.,scat,2,,0.24,0.07,n/a,n/a,,n/a,Crotalus,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0127,Calderón Vega 2002,Calderón Vega 2002a,Crustacean,Crustacea,scat,4,,0.36,0.13,n/a,n/a,,n/a,Crustacea,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1274,Calderón Vega 2002,Calderón Vega 2002b,n/a,Crustacea,scat,1,,0.70,0.25,n/a,n/a,,n/a,Crustacea,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0118,Calderón Vega 2002,Calderón Vega 2002a,Weevil,Coleoptera Curculionidae,scat,34,,3.61,1.13,n/a,n/a,,n/a,Curculionidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1290,Calderón Vega 2002,Calderón Vega 2002b,n/a,Coleoptera Curculionidae,scat,9,,2.80,2.27,n/a,n/a,,n/a,Curculionidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0128,Calderón Vega 2002,Calderón Vega 2002a,n/a,Dipsosaurus dorsalis,scat,8,,1.08,0.27,n/a,n/a,,n/a,Dipsosaurus dorsalis,unique,not described,yes,yes,yes,yes,Tabla 4 FO; Tabla 6 FR; page 38,calculated and rounded to two decimal points
int_1260,Calderón Vega 2002,Calderón Vega 2002b,n/a,Dipsosaurus dorsalis,scat,1,,0.70,0.25,n/a,n/a,,n/a,Dipsosaurus dorsalis,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0093,Calderón Vega 2002,Calderón Vega 2002a,n/a,Diptera,scat,2,,0.24,0.07,n/a,n/a,,n/a,Diptera,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0144,Calderón Vega 2002,Calderón Vega 2002a,Larvas parasitas,Diptera,scat,3,,3.73,0.10,n/a,n/a,,n/a,Diptera,fine scale context,larvae,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0129,Calderón Vega 2002,Calderón Vega 2002a,Little blue heron,Egretta caerulea,scat,3,,0.36,0.10,n/a,n/a,,n/a,Egretta caerulea,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0119,Calderón Vega 2002,Calderón Vega 2002a,Click beetle,Coleoptera Elataridae,scat,3,,0.36,0.10,n/a,n/a,,n/a,Elateridae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1286,Calderón Vega 2002,Calderón Vega 2002b,n/a,Coleoptera Elataridae,scat,1,,0.70,0.25,n/a,n/a,,n/a,Elateridae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0130,Calderón Vega 2002,Calderón Vega 2002a,Rock fig,Ficus palmeri,scat,n/a,,62.45,n/a,n/a,n/a,,n/a,Ficus palmeri,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1303,Calderón Vega 2002,Calderón Vega 2002b,n/a,Ficus palmeri,scat,n/a,,65.03,n/a,n/a,n/a,,n/a,Ficus palmeri,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0151,Calderón Vega 2002,Calderón Vega 2002a,papel alminio,n/a,scat,n/a,,0.24,n/a,n/a,n/a,,n/a,Foil,unique,n/a,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0131,Calderón Vega 2002,Calderón Vega 2002a,n/a,Forchhammeria watsonii,scat,n/a,,0.12,n/a,n/a,n/a,,n/a,Forchamera watsonii,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1301,Calderón Vega 2002,Calderón Vega 2002b,n/a,Forchhammeria watsonii,scat,n/a,,0.70,n/a,n/a,n/a,,n/a,Forchamera watsonii,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0132,Calderón Vega 2002,Calderón Vega 2002a,Swamp privet,Forestiera macrocarpa,scat,n/a,,0.60,n/a,n/a,n/a,,n/a,Forestiera macrocarpa,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1304,Calderón Vega 2002,Calderón Vega 2002b,n/a,Forestiera macrocarpa,scat,n/a,,1.40,n/a,n/a,n/a,,n/a,Forestiera macrocarpa,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0133,Calderón Vega 2002,Calderón Vega 2002b,American coot,Fulica americana,scat,1,,0.70,0.25,n/a,n/a,,n/a,Fulica americana,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0096,Calderón Vega 2002,Calderón Vega 2002a,Algodon,n/a,scat,n/a,,0.60,n/a,n/a,n/a,,n/a,Gossypium,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0156,Calderón Vega 2002,Calderón Vega 2002a,Cricket,Orthoptera Gryllidae,scat,6,,0.72,0.20,n/a,n/a,,n/a,Gryllidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1279,Calderón Vega 2002,Calderón Vega 2002b,n/a,Orthoptera Gryllidae,scat,2,,1.40,0.50,n/a,n/a,,n/a,Gryllidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0092,Calderón Vega 2002,Calderón Vega 2002a,n/a,Hymenoptera,scat,57,,5.90,1.89,n/a,n/a,,n/a,Hymenoptera,elevated,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1308,Calderón Vega 2002,Calderón Vega 2002b,n/a,Hymenoptera,scat,5,,2.80,1.26,n/a,n/a,,n/a,Hymenoptera,elevated,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0140,Calderón Vega 2002,Calderón Vega 2002a,Hooded oriole,Icterus cucullatus,scat,7,,0.72,0.23,n/a,n/a,,n/a,Icterus cucullatus,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1258,Calderón Vega 2002,Calderón Vega 2002b,n/a,Icterus cucullatus,scat,1,,0.70,0.25,n/a,n/a,,n/a,Icterus cucullatus,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points; not in Tabla 7; FR based on Tabla 5
int_0141,Calderón Vega 2002,Calderón Vega 2002a,Physicnut,Jatropha cuneata,scat,n/a,,0.24,n/a,n/a,n/a,,n/a,Jatropha cuneata,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0142,Calderón Vega 2002,Calderón Vega 2002a,Coyotillo,Karwinskia humboldtiana,scat,n/a,,8.54,n/a,n/a,n/a,,n/a,Karwinskia humboldtiana,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1306,Calderón Vega 2002,Calderón Vega 2002b,n/a,Karwinskia humboldtiana,scat,n/a,,7.69,n/a,n/a,n/a,,n/a,Karwinskia humboldtiana,unique,not described,,,,,Tabla 5 FO,calculated and rounded to two decimal points
int_0143,Calderón Vega 2002,Calderón Vega 2002a,Loggerhead shrike,Lanius ludovicianus,scat,1,,0.12,0.03,n/a,n/a,,n/a,Lanius ludovicianus,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0145,Calderón Vega 2002,Calderón Vega 2002a,Butterfly,Lepidoptera,scat,14,,1.68,0.46,n/a,n/a,,n/a,Lepidoptera,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0146,Calderón Vega 2002,Calderón Vega 2002a,Butterfly,Lepidoptera,scat,85,,3.73,2.82,n/a,n/a,,n/a,Lepidoptera,fine scale context,larvae,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1291,Calderón Vega 2002,Calderón Vega 2002b,n/a,Lepidoptera,scat,1,,1.40,0.25,n/a,n/a,,n/a,Lepidoptera,unique,larvas,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0147,Calderón Vega 2002,Calderón Vega 2002a,Black jack rabbit,Lepus insularis,scat,51,,6.26,1.69,n/a,n/a,,n/a,Lepus insularis,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1246,Calderón Vega 2002,Calderón Vega 2002b,n/a,Lepus insularis,scat,8,,5.59,2.02,n/a,n/a,,n/a,Lepus insularis,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0154,Calderón Vega 2002,Calderón Vega 2002a,Common skimmer,Odonata Libellulidae,scat,41,,3.49,1.36,n/a,n/a,,n/a,Libellulidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1276,Calderón Vega 2002,Calderón Vega 2002b,n/a,Odonata Libellulidae,scat,5,,2.10,1.26,n/a,n/a,,n/a,Libellulidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0134,Calderón Vega 2002,Calderón Vega 2002a,n/a,Hemiptera Lygaeidae,scat,100,,10.83,3.32,n/a,n/a,,n/a,Lygaeidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1283,Calderón Vega 2002,Calderón Vega 2002b,n/a,Hemiptera Lygaeidae,scat,20,,12.59,5.04,n/a,n/a,,n/a,Lygaeidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0149,Calderón Vega 2002,Calderón Vega 2002a,Unidentified,Mamiferos,scat,7,,0.96,0.23,n/a,n/a,,n/a,Mammalia,elevated,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1252,Calderón Vega 2002,Calderón Vega 2002b,n/a,Mamiferos,scat,1,,0.70,0.25,n/a,n/a,,n/a,Mammalia,elevated,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0157,Calderón Vega 2002,Calderón Vega 2002a,Mantid,Orthoptera Mantidae,scat,22,,2.89,0.73,n/a,n/a,,n/a,Mantidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1280,Calderón Vega 2002,Calderón Vega 2002b,n/a,Orthoptera Mantidae,scat,7,,4.90,1.76,n/a,n/a,,n/a,Mantidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0150,Calderón Vega 2002,Calderón Vega 2002a,Crusted flycatcher,Myiarchus sp. ,scat,2,,0.24,0.07,n/a,n/a,,n/a,Myiarchus,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1256,Calderón Vega 2002,Calderón Vega 2002b,n/a,Myiarchus sp. ,scat,2,,1.40,0.50,n/a,n/a,,n/a,Myiarchus,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0153,Calderón Vega 2002,Calderón Vega 2002a,Desert woodrat,Neotoma lepida,scat,77,,8.66,2.55,n/a,n/a,,n/a,Neotoma lepida,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1250,Calderón Vega 2002,Calderón Vega 2002b,n/a,Neotoma lepida,scat,6,,4.20,1.51,n/a,n/a,,n/a,Neotoma lepida,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
int_0161,Calderón Vega 2002,Calderón Vega 2002a,n/a,Pachycereus pringles,scat,n/a,,2.65,n/a,n/a,n/a,,n/a,Pachycereus pringlei,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0152,Calderón Vega 2002,Calderón Vega 2002a,Papel,n/a,scat,n/a,,0.96,n/a,n/a,n/a,,n/a,Paper,unique,n/a,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_0135,Calderón Vega 2002,Calderón Vega 2002a,n/a,Hemiptera Penatatomidae,scat,5,,0.60,0.17,n/a,n/a,,n/a,Pentatomidae,unique,not described,,,,,Tabla 4 FO; Tabla 6 FR,calculated and rounded to two decimal points
int_1284,Calderón Vega 2002,Calderón Vega 2002b,n/a,Hemiptera Penatatomidae,scat,1,,0.70,0.25,n/a,n/a,,n/a,Pentatomidae,unique,not described,,,,,Tabla 5 FO; Tabla 7 FR,calculated and rounded to two decimal points
